3.170          42.596                 499                 504                 504                 500.000   
3.180          42.476                 499                 504                 504                 500.000   
3.190          42.356                 511                 504                 504                 500.000   
3.200          42.236                 511                 504                 504                 500.000   
3.210          42.117                 511                 510                 510                 500.000   
3.220          41.999                 511                 510                 510                 500.000   
3.230          41.882                 511                 522                 522                 500.000   
3.240          41.765                 511                 522                 522                 500.000   
3.250          41.649                 517                 522                 522                 500.000   
3.260          41.533                 517                 528                 528                 500.000   
3.270          41.418                 517                 534                 534                 500.000   
3.280          41.303                 517                 540                 540                 500.000   
3.290          41.190                 535                 540                 540                 500.000   
3.300          41.076                 547                 540                 540                 500.000   
3.310          40.964                 547                 540                 540                 500.000   
3.320          40.852                 547                 546                 546                 500.000   
3.330          40.740                 547                 546                 546                 500.000   
3.340          40.629                 559                 546                 546                 500.000   
3.350          40.519                 559                 546                 546                 500.000   
3.360          40.409                 559                 552                 552                 500.000   
3.370          40.300                 559                 552                 552                 500.000   
3.380          40.191                 559                 558                 558                 500.000   
3.390          40.083                 559                 558                 558                 500.000   
3.400          39.976                 571                 570                 570                 500.000   
3.410          39.869                 583                 570                 570                 500.000   
3.420          39.762                 583                 570                 570                 500.000   
3.430          39.656                 583                 576                 576                 500.000   
3.440          39.551                 583                 576                 576                 500.000   
3.450          39.446                 583                 588                 588                 500.000   
3.460          39.342                 583                 591                 591                 500.000   
3.470          39.238                 583                 597                 597                 500.000   
3.480          39.135                 595                 597                 597                 500.000   
3.490          39.032                 595                 597                 597                 500.000   
3.500          38.930                 595                 597                 597                 500.000   
3.510          38.828                 595                 603                 603                 500.000   
3.520          38.727                 595                 609                 609                 500.000   
3.530          38.626                 595                 609                 609                 500.000   
3.540          38.526                 595                 609                 609                 500.000   
3.550          38.426                 613                 609                 609                 500.000   
3.560          38.327                 613                 615                 615                 500.000   
3.570          38.228                 625                 627                 627                 500.000   
3.580          38.130                 625                 627                 627                 500.000   
3.590          38.032                 637                 627                 627                 500.000   
3.600          37.935                 637                 627                 627                 500.000   
3.610          37.838                 637                 633                 633                 500.000   
3.620          37.742                 649                 633                 633                 500.000   
3.630          37.646                 649                 636                 636                 500.000   
3.640          37.551                 649                 636                 636                 500.000   
3.650          37.456                 649                 648                 648                 500.000   
3.660          37.361                 649                 648                 648                 500.000   
3.670          37.267                 649                 648                 648                 500.000   
3.680          37.174                 649                 654                 654                 500.000   
3.690          37.080                 661                 654                 654                 500.000   
3.700          36.988                 661                 660                 660                 500.000   
3.710          36.896                 673                 660                 660                 500.000   
3.720          36.804                 673                 672                 672                 500.000   
3.730          36.712                 673                 678                 678                 500.000   
3.740          36.621                 673                 690                 690                 500.000   
3.750          36.531                 673                 690                 690                 500.000   
3.760          36.441                 673                 690                 690                 500.000   
3.770          36.351                 685                 690                 690                 500.000   
3.780          36.262                 685                 690                 690                 500.000   
